"level0","level1","level2","level3","Total personal income(1)","count"
"Female","40–44 Years","Wellington Central","North Island general electorates","$60,001– $70,000",174
"Male","45–49 Years","Wellington Central","North Island general electorates","$60,001– $70,000",93
"Female","45–49 Years","Wellington Central","North Island general electorates","$60,001– $70,000",156
"Male","50–54 Years","Wellington Central","North Island general electorates","$60,001– $70,000",90
"Female","50–54 Years","Wellington Central","North Island general electorates","$60,001– $70,000",135
"Male","55–59 Years","Wellington Central","North Island general electorates","$60,001– $70,000",57
"Female","55–59 Years","Wellington Central","North Island general electorates","$60,001– $70,000",120
"Male","60–64 Years","Wellington Central","North Island general electorates","$60,001– $70,000",78
"Female","60–64 Years","Wellington Central","North Island general electorates","$60,001– $70,000",99
"Male","65–69 Years","Wellington Central","North Island general electorates","$60,001– $70,000",66
"Female","65–69 Years","Wellington Central","North Island general electorates","$60,001– $70,000",60
"Male","70–74 Years","Wellington Central","North Island general electorates","$60,001– $70,000",33
"Female","70–74 Years","Wellington Central","North Island general electorates","$60,001– $70,000",24
"Male","75–79 Years","Wellington Central","North Island general electorates","$60,001– $70,000",24
"Female","75–79 Years","Wellington Central","North Island general electorates","$60,001– $70,000",12
"Male","80–84 Years","Wellington Central","North Island general electorates","$60,001– $70,000",15
"Female","80–84 Years","Wellington Central","North Island general electorates","$60,001– $70,000",15
"Male","85 Years And Over","Wellington Central","North Island general electorates","$60,001– $70,000",6
"Female","85 Years And Over","Wellington Central","North Island general electorates","$60,001– $70,000",12
"Male","15–19 Years","Whanganui","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Whanganui","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Whanganui","North Island general electorates","$60,001– $70,000",36
"Female","20–24 Years","Whanganui","North Island general electorates","$60,001– $70,000",3
"Male","25–29 Years","Whanganui","North Island general electorates","$60,001– $70,000",111
"Female","25–29 Years","Whanganui","North Island general electorates","$60,001– $70,000",63
"Male","30–34 Years","Whanganui","North Island general electorates","$60,001– $70,000",144
"Female","30–34 Years","Whanganui","North Island general electorates","$60,001– $70,000",81
"Male","35–39 Years","Whanganui","North Island general electorates","$60,001– $70,000",150
"Female","35–39 Years","Whanganui","North Island general electorates","$60,001– $70,000",111
"Male","40–44 Years","Whanganui","North Island general electorates","$60,001– $70,000",180
"Female","40–44 Years","Whanganui","North Island general electorates","$60,001– $70,000",135
"Male","45–49 Years","Whanganui","North Island general electorates","$60,001– $70,000",207
"Female","45–49 Years","Whanganui","North Island general electorates","$60,001– $70,000",126
"Male","50–54 Years","Whanganui","North Island general electorates","$60,001– $70,000",219
"Female","50–54 Years","Whanganui","North Island general electorates","$60,001– $70,000",150
"Male","55–59 Years","Whanganui","North Island general electorates","$60,001– $70,000",189
"Female","55–59 Years","Whanganui","North Island general electorates","$60,001– $70,000",126
"Male","60–64 Years","Whanganui","North Island general electorates","$60,001– $70,000",150
"Female","60–64 Years","Whanganui","North Island general electorates","$60,001– $70,000",84
"Male","65–69 Years","Whanganui","North Island general electorates","$60,001– $70,000",78
"Female","65–69 Years","Whanganui","North Island general electorates","$60,001– $70,000",54
"Male","70–74 Years","Whanganui","North Island general electorates","$60,001– $70,000",33
"Female","70–74 Years","Whanganui","North Island general electorates","$60,001– $70,000",21
"Male","75–79 Years","Whanganui","North Island general electorates","$60,001– $70,000",21
"Female","75–79 Years","Whanganui","North Island general electorates","$60,001– $70,000",9
"Male","80–84 Years","Whanganui","North Island general electorates","$60,001– $70,000",6
"Female","80–84 Years","Whanganui","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Whanganui","North Island general electorates","$60,001– $70,000",6
"Female","85 Years And Over","Whanganui","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Whangarei","North Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Whangarei","North Island general electorates","$60,001– $70,000",3
"Male","20–24 Years","Whangarei","North Island general electorates","$60,001– $70,000",21
"Female","20–24 Years","Whangarei","North Island general electorates","$60,001– $70,000",3
"Male","25–29 Years","Whangarei","North Island general electorates","$60,001– $70,000",123
"Female","25–29 Years","Whangarei","North Island general electorates","$60,001– $70,000",51
"Male","30–34 Years","Whangarei","North Island general electorates","$60,001– $70,000",129
"Female","30–34 Years","Whangarei","North Island general electorates","$60,001– $70,000",99
"Male","35–39 Years","Whangarei","North Island general electorates","$60,001– $70,000",174
"Female","35–39 Years","Whangarei","North Island general electorates","$60,001– $70,000",117
"Male","40–44 Years","Whangarei","North Island general electorates","$60,001– $70,000",186
"Female","40–44 Years","Whangarei","North Island general electorates","$60,001– $70,000",174
"Male","45–49 Years","Whangarei","North Island general electorates","$60,001– $70,000",213
"Female","45–49 Years","Whangarei","North Island general electorates","$60,001– $70,000",156
"Male","50–54 Years","Whangarei","North Island general electorates","$60,001– $70,000",207
"Female","50–54 Years","Whangarei","North Island general electorates","$60,001– $70,000",168
"Male","55–59 Years","Whangarei","North Island general electorates","$60,001– $70,000",168
"Female","55–59 Years","Whangarei","North Island general electorates","$60,001– $70,000",126
"Male","60–64 Years","Whangarei","North Island general electorates","$60,001– $70,000",162
"Female","60–64 Years","Whangarei","North Island general electorates","$60,001– $70,000",114
"Male","65–69 Years","Whangarei","North Island general electorates","$60,001– $70,000",90
"Female","65–69 Years","Whangarei","North Island general electorates","$60,001– $70,000",57
"Male","70–74 Years","Whangarei","North Island general electorates","$60,001– $70,000",27
"Female","70–74 Years","Whangarei","North Island general electorates","$60,001– $70,000",21
"Male","75–79 Years","Whangarei","North Island general electorates","$60,001– $70,000",18
"Female","75–79 Years","Whangarei","North Island general electorates","$60,001– $70,000",9
"Male","80–84 Years","Whangarei","North Island general electorates","$60,001– $70,000",6
"Female","80–84 Years","Whangarei","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Whangarei","North Island general electorates","$60,001– $70,000",12
"Female","85 Years And Over","Whangarei","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",63
"Female","20–24 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",18
"Male","25–29 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",249
"Female","25–29 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",147
"Male","30–34 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",237
"Female","30–34 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",150
"Male","35–39 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",231
"Female","35–39 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",147
"Male","40–44 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",228
"Female","40–44 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",129
"Male","45–49 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",198
"Female","45–49 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",129
"Male","50–54 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",177
"Female","50–54 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",117
"Male","55–59 Years","Christchurch Central","South Island general electorates","$60,001– $70,000",114
