"level0","level1","level2","level3","Years at usual residence","count"
"Male","0–4 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Female","0–4 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Male","5–9 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Female","5–9 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Male","10–14 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Female","10–14 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Male","15–19 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Female","15–19 Years","Hamilton West","North Island general electorates","20–24 Years",0
"Male","20–24 Years","Hamilton West","North Island general electorates","20–24 Years",123
"Female","20–24 Years","Hamilton West","North Island general electorates","20–24 Years",108
"Male","25–29 Years","Hamilton West","North Island general electorates","20–24 Years",27
"Female","25–29 Years","Hamilton West","North Island general electorates","20–24 Years",27
"Male","30–34 Years","Hamilton West","North Island general electorates","20–24 Years",21
"Female","30–34 Years","Hamilton West","North Island general electorates","20–24 Years",12
"Male","35–39 Years","Hamilton West","North Island general electorates","20–24 Years",9
"Female","35–39 Years","Hamilton West","North Island general electorates","20–24 Years",6
"Male","40–44 Years","Hamilton West","North Island general electorates","20–24 Years",21
"Female","40–44 Years","Hamilton West","North Island general electorates","20–24 Years",27
"Male","45–49 Years","Hamilton West","North Island general electorates","20–24 Years",45
"Female","45–49 Years","Hamilton West","North Island general electorates","20–24 Years",78
"Male","50–54 Years","Hamilton West","North Island general electorates","20–24 Years",117
"Female","50–54 Years","Hamilton West","North Island general electorates","20–24 Years",168
"Male","55–59 Years","Hamilton West","North Island general electorates","20–24 Years",141
"Female","55–59 Years","Hamilton West","North Island general electorates","20–24 Years",147
"Male","60–64 Years","Hamilton West","North Island general electorates","20–24 Years",123
"Female","60–64 Years","Hamilton West","North Island general electorates","20–24 Years",126
"Male","65–69 Years","Hamilton West","North Island general electorates","20–24 Years",99
"Female","65–69 Years","Hamilton West","North Island general electorates","20–24 Years",114
"Male","70–74 Years","Hamilton West","North Island general electorates","20–24 Years",81
"Female","70–74 Years","Hamilton West","North Island general electorates","20–24 Years",78
"Male","75–79 Years","Hamilton West","North Island general electorates","20–24 Years",48
"Female","75–79 Years","Hamilton West","North Island general electorates","20–24 Years",51
"Male","80–84 Years","Hamilton West","North Island general electorates","20–24 Years",36
"Female","80–84 Years","Hamilton West","North Island general electorates","20–24 Years",63
"Male","85 Years And Over","Hamilton West","North Island general electorates","20–24 Years",15
"Female","85 Years And Over","Hamilton West","North Island general electorates","20–24 Years",36
"Male","0–4 Years","Helensville","North Island general electorates","20–24 Years",0
"Female","0–4 Years","Helensville","North Island general electorates","20–24 Years",0
"Male","5–9 Years","Helensville","North Island general electorates","20–24 Years",0
"Female","5–9 Years","Helensville","North Island general electorates","20–24 Years",0
"Male","10–14 Years","Helensville","North Island general electorates","20–24 Years",0
"Female","10–14 Years","Helensville","North Island general electorates","20–24 Years",0
"Male","15–19 Years","Helensville","North Island general electorates","20–24 Years",0
"Female","15–19 Years","Helensville","North Island general electorates","20–24 Years",0
"Male","20–24 Years","Helensville","North Island general electorates","20–24 Years",246
"Female","20–24 Years","Helensville","North Island general electorates","20–24 Years",159
"Male","25–29 Years","Helensville","North Island general electorates","20–24 Years",54
"Female","25–29 Years","Helensville","North Island general electorates","20–24 Years",18
"Male","30–34 Years","Helensville","North Island general electorates","20–24 Years",15
"Female","30–34 Years","Helensville","North Island general electorates","20–24 Years",18
"Male","35–39 Years","Helensville","North Island general electorates","20–24 Years",9
"Female","35–39 Years","Helensville","North Island general electorates","20–24 Years",3
"Male","40–44 Years","Helensville","North Island general electorates","20–24 Years",24
"Female","40–44 Years","Helensville","North Island general electorates","20–24 Years",30
"Male","45–49 Years","Helensville","North Island general electorates","20–24 Years",72
"Female","45–49 Years","Helensville","North Island general electorates","20–24 Years",141
"Male","50–54 Years","Helensville","North Island general electorates","20–24 Years",201
"Female","50–54 Years","Helensville","North Island general electorates","20–24 Years",243
"Male","55–59 Years","Helensville","North Island general electorates","20–24 Years",198
"Female","55–59 Years","Helensville","North Island general electorates","20–24 Years",210
"Male","60–64 Years","Helensville","North Island general electorates","20–24 Years",192
"Female","60–64 Years","Helensville","North Island general electorates","20–24 Years",150
"Male","65–69 Years","Helensville","North Island general electorates","20–24 Years",132
"Female","65–69 Years","Helensville","North Island general electorates","20–24 Years",117
"Male","70–74 Years","Helensville","North Island general electorates","20–24 Years",69
"Female","70–74 Years","Helensville","North Island general electorates","20–24 Years",69
"Male","75–79 Years","Helensville","North Island general electorates","20–24 Years",54
"Female","75–79 Years","Helensville","North Island general electorates","20–24 Years",36
"Male","80–84 Years","Helensville","North Island general electorates","20–24 Years",24
"Female","80–84 Years","Helensville","North Island general electorates","20–24 Years",21
"Male","85 Years And Over","Helensville","North Island general electorates","20–24 Years",18
"Female","85 Years And Over","Helensville","North Island general electorates","20–24 Years",12
"Male","0–4 Years","Hunua","North Island general electorates","20–24 Years",0
"Female","0–4 Years","Hunua","North Island general electorates","20–24 Years",0
"Male","5–9 Years","Hunua","North Island general electorates","20–24 Years",0
"Female","5–9 Years","Hunua","North Island general electorates","20–24 Years",0
"Male","10–14 Years","Hunua","North Island general electorates","20–24 Years",0
"Female","10–14 Years","Hunua","North Island general electorates","20–24 Years",0
"Male","15–19 Years","Hunua","North Island general electorates","20–24 Years",0
"Female","15–19 Years","Hunua","North Island general electorates","20–24 Years",0
"Male","20–24 Years","Hunua","North Island general electorates","20–24 Years",150
"Female","20–24 Years","Hunua","North Island general electorates","20–24 Years",111
"Male","25–29 Years","Hunua","North Island general electorates","20–24 Years",48
"Female","25–29 Years","Hunua","North Island general electorates","20–24 Years",24
"Male","30–34 Years","Hunua","North Island general electorates","20–24 Years",18
